Sale Date,Harvest Date,Planning Year,Channel Name,Product Name,Actual Price,Brought Quantity,Returned Quantity,Actual Quantity,Actual Revenue,Notes,Entry Kind
2024-03-23,2024-03-21,2024,BFM,Arugula - 1/3 lb,$7.00,0,0,0,$0.00,,actual
2024-03-23,2024-03-21,2024,KFM,Arugula - 1/3 lb,$7.00,0,0,0,$0.00,,actual
2024-03-23,2024-03-21,2024,BFM,Braising Mix - 1 lb,$8.00,0,0,0,$0.00,,actual
2024-03-23,2024-03-21,2024,KFM,Braising Mix - 1 lb,$8.00,0,0,0,$0.00,,actual
2024-03-23,2024-03-21,2024,BFM,Carrot Bulk - lb,$3.50,0,0,0,$0.00,,actual
2024-03-23,2024-03-21,2024,KFM,Carrot Bulk - lb,$3.50,46,0,46,$161.00,,actual
2024-03-23,2024-03-21,2024,BFM,Chard - bu,$4.50,14,0,14,$63.00,,actual
2024-03-23,2024-03-21,2024,KFM,Chard - bu,$4.50,27,0,27,$121.50,,actual
2024-03-23,2024-03-21,2024,BFM,Collards - bu,$7.00,8,0,8,$55.98,Variety: 2/3 bags,actual
2024-03-23,2024-03-21,2024,KFM,Collards - bu,$7.00,18,0,18,$125.96,Variety: 2/3 bags,actual
2024-03-23,2024-03-21,2024,BFM,Kale Curly - bu,$6.00,0,0,0,$0.00,Variety: rapini,actual
2024-03-23,2024-03-21,2024,BFM,Kale Lacinato - bu,$7.00,15,0,15,$104.96,Variety: 2/3 bags,actual
2024-03-23,2024-03-21,2024,KFM,Kale Lacinato - bu,$7.00,15,0,15,$104.96,Variety: 2/3 bags,actual
2024-03-23,2024-03-21,2024,KFM,Kale Lacinato - bu,$6.00,28,0,28,$167.96,Variety: rapini,actual
2024-03-23,2024-03-21,2024,BFM,Kale Russian - bu,$4.50,14,0,14,$63.00,,actual
2024-03-23,2024-03-21,2024,KFM,Kale Russian - bu,$4.50,27,0,27,$121.50,,actual
2024-03-23,2024-03-21,2024,BFM,Lettuce Mini Gem - ea,$3.00,40,0,40,$120.00,,actual
2024-03-23,2024-03-21,2024,KFM,Lettuce Mini Gem - ea,$3.00,61,0,61,$183.00,,actual
2024-03-23,2024-03-21,2024,BFM,Mustard - bu,$4.50,15,0,15,$67.50,,actual
2024-03-23,2024-03-21,2024,KFM,Mustard - bu,$4.50,16,0,16,$72.00,,actual
2024-03-23,2024-03-21,2024,BFM,Potato White - lb,$3.50,50,0,50,$175.00,,actual
2024-03-23,2024-03-21,2024,KFM,Potato White - lb,$3.50,57,0,57,$199.50,,actual
2024-03-23,2024-03-21,2024,BFM,Radish Bulk - lb,$3.50,30,0,30,$105.00,,actual
2024-03-23,2024-03-21,2024,KFM,Radish Bulk - lb,$3.50,40,0,40,$140.00,,actual
2024-03-23,2024-03-21,2024,BFM,Spinach - 1/2 lb,$7.00,25,0,25,$175.00,,actual
2024-03-23,2024-03-21,2024,KFM,Spinach - 1/2 lb,$7.00,48,0,48,$336.00,,actual
2024-03-23,2024-03-21,2024,BFM,Sweet Potatoes - lb,$3.50,25,0,25,$87.50,,actual
2024-03-23,2024-03-21,2024,KFM,Sweet Potatoes - lb,$3.50,27,0,27,$94.50,,actual
2024-03-23,2024-03-21,2024,BFM,Turnip Bulk - lb,$3.50,0,0,0,$0.00,,actual
2024-03-23,2024-03-21,2024,KFM,Turnip Bulk - lb,$3.50,0,0,0,$0.00,,actual
2024-03-23,2024-03-21,2024,BFM,Winter Mix - 1/3 lb,$7.00,45,0,45,$315.00,,actual
2024-03-23,2024-03-21,2024,KFM,Winter Mix - 1/3 lb,$7.00,64,0,64,$448.00,,actual
