Sale Date,Harvest Date,Planning Year,Channel Name,Product Name,Actual Price,Brought Quantity,Returned Quantity,Actual Quantity,Actual Revenue,Notes,Entry Kind
2023-05-20,2023-05-18,2023,KFM,Spinach - 1/2 lb,$6.00,48,0,48,$288.00,,actual
2023-05-20,2023-05-18,2023,BFM,Spinach - 1/2 lb,$6.00,45,0,45,$270.00,,actual
2023-05-20,2023-05-18,2023,KFM,Lettuce Mini/Gem - head,$3.00,103,0,103,$309.00,Variety: Red,actual
2023-05-20,2023-05-18,2023,BFM,Lettuce Mini/Gem - head,$3.00,80,0,80,$240.00,Variety: Red,actual
2023-05-20,2023-05-18,2023,KFM,Bok Choy - each,$2.00,200,0,200,$400.00,,actual
2023-05-20,2023-05-18,2023,BFM,Bok Choy - each,$2.00,150,0,150,$300.00,,actual
2023-05-20,2023-05-18,2023,KFM,Radish French Breakfast - bunch,$3.50,14,0,14,$49.00,,actual
2023-05-20,2023-05-18,2023,BFM,Radish French Breakfast - bunch,$3.50,13,0,13,$45.50,,actual
2023-05-20,2023-05-18,2023,KFM,Radish Round Purple - bunch,$3.50,28,0,28,$98.00,,actual
2023-05-20,2023-05-18,2023,BFM,Radish Round Purple - bunch,$3.50,28,2,26,$91.00,,actual
2023-05-20,2023-05-18,2023,KFM,Radish Round - bunch,$3.50,5,0,5,$17.50,,actual
2023-05-20,2023-05-18,2023,BFM,Radish Round - bunch,$3.50,5,0,5,$17.50,,actual
2023-05-20,2023-05-18,2023,KFM,Mustard - bunch,$4.00,15,0,15,$60.00,,actual
2023-05-20,2023-05-18,2023,BFM,Mustard - bunch,$4.00,10,0,10,$40.00,,actual
2023-05-20,2023-05-18,2023,KFM,Garlic Green - bunch,$3.50,30,0,30,$105.00,,actual
2023-05-20,2023-05-18,2023,BFM,Garlic Green - bunch,$3.50,21,0,21,$73.50,,actual
2023-05-20,2023-05-18,2023,KFM,Arugula - 1/3 lb,$6.00,10,0,10,$60.00,,actual
2023-05-20,2023-05-18,2023,BFM,Arugula - 1/3 lb,$6.00,10,0,10,$60.00,,actual
2023-05-20,2023-05-18,2023,KFM,Spring Mix - 1/3 lb,$6.00,35,0,35,$210.00,,actual
2023-05-20,2023-05-18,2023,BFM,Spring Mix - 1/3 lb,$6.00,34,0,34,$204.00,,actual
2023-05-20,2023-05-18,2023,KFM,Spring Mix - 2/3 lb,$12.00,15,0,15,$180.00,,actual
2023-05-20,2023-05-18,2023,BFM,Spring Mix - 2/3 lb,$12.00,15,0,15,$180.00,,actual
2023-05-20,2023-05-18,2023,KFM,Asparagus - bunch,$5.00,9,0,9,$45.00,,actual
2023-05-20,2023-05-18,2023,BFM,Asparagus - bunch,$5.00,9,0,9,$45.00,,actual
2023-05-20,2023-05-18,2023,KFM,Carrot Bulk - lb,$3.00,150,60,90,$270.00,,actual
2023-05-20,2023-05-18,2023,BFM,Carrot Bulk - lb,$3.00,100,30,70,$210.00,,actual
2023-05-20,2023-05-18,2023,KFM,Radish Bulk - lb,$3.00,40,5,35,$105.00,,actual
